sent_id,context,eng,acu,afr,ake,alb,amu,ara,arm,baq,bsn,bul,cak,ceb,cha,chi,chq,chr,chu,cjp,cni,cop,crp,cze,dan,deu,dik,dje,dop,epo,est,ewe,fin,fra,gbi,glv,got,grc,gre,guj,hin,hrv,hun,ind,isl,ita,jak,jap,jiv,kab,kbh,kor,lat,lav,lit,mam,mao,mar,mya,nep,nhg,nld,nor,ojb,pck,pes,plt,pol,por,pot,ppk,quc,quw,rom,rum,rus,shi,slk,slv,sna,som,spa,srp,ssw,swe,syr,tel,tgl,tha,tmh,tur,ukr,usp,wal,wol,xho,zul
b.MAR.9.28a,and when he was come into the house his disciples asked him privately why could not we cast him out,when,jesúsjai,toe,tʉpo,kur,jnda,ولما,երբ,NULL,na,когато,tek,na,anae,NULL,mɨ,ꭶꮅꮶꮥꮓ,NULL,NA,NULL,ⲟⲩⲟϩ,NULL,když,da,da,wen,waato,NULL,kiam,kui,esi,kun,quand,NULL,tra,NULL,NULL,οτε,ય,जब,kad,mikor,setelah,þegar,NULL,lahwi,NULL,NULL,mi,NA,NULL,NULL,un,kai,NULL,i,ह,NULL,हर,ijcuac,toen,da,ᐊᐲ,NULL,چون,rehefa,gdy,quando,NA,oti,NULL,NULL,kana,cînd,как,NULL,keď,ko,wakati,goortuu,cuando,kad,NULL,när,ܟܕ,తర,nang,เม,NA,sonra,як,cuando,NULL,bi,NULL,kuthe
b.MAR.9.36a,and he took a child and set him in the midst of them and when he had taken him in his arms he said unto them,when,NULL,NULL,NULL,NULL,chii,NULL,NULL,NULL,joroju,като,NULL,NULL,jajogüe,NULL,mɨ,NULL,NULL,NA,NULL,NULL,NULL,NULL,NULL,herzte,wen,NULL,ɩlɛna,NULL,NULL,NULL,otettuaan,ayant,qabolo,tra,NULL,NULL,NULL,ય,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,dɣa,NA,NULL,me,NULL,NULL,NULL,ka,NULL,NULL,NULL,NULL,toen,NULL,NULL,huan,NULL,raha,NULL,NULL,NA,NULL,NULL,NULL,kana,NULL,NULL,NULL,NULL,NULL,NULL,goortuu,NULL,NULL,NULL,sedan,NULL,NULL,NULL,NULL,NA,sonra,NULL,NULL,NULL,ba,NULL,NULL
b.MAR.10.14a,but when jesus saw it he was much displeased and said unto them suffer the little children to come unto me and forbid them not for of such is the kingdom of god,when,nuna,toe,tai,kur,quia,فلما,երբ,NULL,NULL,NULL,tek,ni,anae,見,mɨ,ꮵꮜꮝꭹꮒ,NULL,NA,NULL,NULL,lè,NULL,da,da,wen,waato,ɩlɛna,NULL,kui,NULL,kun,NULL,orasi,tra,þan,NULL,NULL,NULL,NULL,NULL,NULL,NULL,þegar,NULL,hayet,NULL,wáiniak,mi,ora,NULL,cum,NULL,NULL,tej,no,ह,NULL,NULL,ijcuac,NULL,da,NULL,NULL,چون,raha,NULL,NULL,NA,NULL,aretak,NULL,kana,cînd,NULL,llig,keď,NULL,zvino,goortuu,al,NULL,NULL,när,NULL,NULL,nang,เม,NA,NULL,побачивши,cuando,NULL,bi,kaloku,NULL
b.MAR.10.17a,and when he was gone forth into the way there came one running and kneeled to him and asked him good master what shall i do that i may inherit eternal life,when,NULL,toe,koro,kur,tjatjati,NULL,երբ,hura,NULL,NULL,tek,paghigula,anae,候,mɨ,NULL,NULL,NA,ari,NULL,antan,když,da,da,wen,waato,ɩlɛna,dum,kui,esi,NULL,comme,orasi,tra,usgaggandin,NULL,ενω,ય,जब,dok,mikor,waktu,þegar,mentre,yet,NULL,nuyá,akken,ora,NULL,cum,kad,NULL,teˈ,NULL,NULL,NULL,NULL,NULL,toen,da,NULL,laiin,چون,nony,gdy,ao,NA,NULL,aretak,pai,kana,cînd,когда,NULL,keď,ko,wakati,goortuu,cuando,kad,NULL,när,ܘܟܕ,NULL,nang,เม,NA,NULL,як,cuando,wode,bi,NULL,ekuphumeni
b.MAR.10.41a,and when the ten heard it they began to be much displeased with james and john,when,NULL,toe,tai,kur,NULL,ولما,NULL,hori,NULL,като,tek,pagkadungog,anae,見,mɨ,NULL,слꙑшавъше,NA,NULL,NULL,lè,NULL,da,da,wen,waato,ɩlɛna,auxdinte,kui,NULL,kun,ayant,orasi,tra,NULL,NULL,ακουσαντες,NULL,NULL,kad,NULL,ketika,þegar,NULL,hayet,NULL,NULL,mi,ora,NULL,NULL,kad,NULL,atzaj,no,ह,အခ,NULL,ijcuac,toen,da,NULL,un,چون,nony,NULL,ouvindo,NA,kara,aretak,NULL,kana,cînd,NULL,NULL,keď,ko,NULL,goortay,cuando,NULL,NULL,när,ܘܟܕ,NULL,nang,เม,NA,NULL,NULL,cuando,wode,xamee,NULL,bathi
b.MAR.10.47a,and when he heard that it was jesus of nazareth he began to cry out and say jesus thou son of david have mercy on me,when,NULL,toe,tai,kur,quia,فلما,երբ,NULL,NULL,като,tek,NULL,anae,NULL,mɨ,NULL,NULL,NA,NULL,NULL,lè,když,da,da,wen,waato,NULL,NULL,kui,esi,kun,NULL,NULL,tra,NULL,NULL,NULL,NULL,NULL,kad,mikor,ketika,þegar,NULL,hayet,ところが,antuk,mi,ora,NULL,cum,NULL,NULL,NULL,NULL,व,NULL,NULL,ijcuac,zodra,da,ᐹᕒᑎᒦᔭᔅ,huan,چون,nony,NULL,quando,NA,NULL,aretak,bartimeoga,NULL,NULL,NULL,llig,keď,ko,wakati,goortuu,cuando,NULL,NULL,när,NULL,NULL,nang,เม,NA,NULL,NULL,cuando,barxximoosi,noonu,NULL,ukuba
b.MAR.11.1a,and when they came nigh to jerusalem unto bethphage and bethany at the mount of olives he sendeth forth two of his disciples,when,NULL,toe,NULL,kur,jnda,ولما,երբ,NULL,NULL,когато,tek,pag,anae,NULL,mɨ,NULL,егда,NA,NULL,NULL,lè,když,da,da,wen,waato,waatʋ,kiam,kui,esi,kun,lorsqu,orasi,tra,biþe,ὅτε,οτε,ય,जब,kad,mikor,waktu,þegar,quando,hayet,NULL,NULL,mi,ora,NULL,cum,kad,NULL,chˈixtaq,no,व,အခ,ग,NULL,NULL,da,NULL,NULL,چون,raha,gdy,quando,NA,NULL,aretak,NULL,kana,cînd,когда,llig,keď,ko,vakati,goortay,cuando,kad,NULL,när,ܘܟܕ,నప,nang,คร,NA,NULL,як,cuando,NULL,noonu,xa,kwathi
b.MAR.11.11a,and jesus entered into jerusalem and into the temple and when he had looked round about upon all things and now the eventide was come he went out unto bethany with the twelve,when,NULL,nadat,NULL,mbasi,quia,ولما,NULL,NULL,NULL,като,tek,NULL,anae,NULL,mɨ,ꮏꮙꮓ,поздѣ,NA,NULL,NULL,fin,NULL,da,und,wen,NULL,waalɩ,kiam,kui,NULL,NULL,quand,kagena,tra,andanahtja,NULL,αφου,NULL,चकर,NULL,NULL,NULL,NULL,dopo,lahwi,宮にはいられた,NULL,mi,tojánashjango,NULL,cum,NULL,NULL,NULL,ka,NULL,NULL,NULL,NULL,bekeek,da,NULL,NULL,چون,rehefa,gdy,tendo,NA,NULL,NULL,NULL,NULL,dupăce,NULL,ilmma,keď,ko,akati,goortuu,habiendo,kad,NULL,när,ܟܕ,డ,nang,เม,NA,varınca,як,cuando,NULL,ga,NULL,NULL
b.MAR.11.12a,and on the morrow when they were come from bethany he was hungry,when,NULL,onderwyl,NULL,kur,quia,لما,NULL,NULL,NULL,когато,tek,sa,anae,NULL,mɨ,NULL,NULL,NA,ari,ⲉⲧⲁⲩⲓ,antan,když,da,da,te,waato,NULL,post,kui,esi,kun,après,orasi,tra,NULL,NULL,αφου,ય,जब,NULL,mikor,ketika,NULL,mentre,yet,NULL,NULL,akken,ora,때에,cum,kad,NULL,teˈ,i,NULL,NULL,ल,NULL,toen,da,NULL,nungin,چون,rehefa,gdy,depois,NA,NULL,aretak,NULL,NULL,după,когда,llig,keď,ko,vakati,markay,cuando,kad,NULL,när,ܟܕ,NULL,pagkaalis,นเม,NA,NULL,як,cuando,yesuusi,NULL,NULL,ekuphumeni
b.MAR.11.13a,and seeing a fig tree afar off having leaves he came if haply he might find any thing thereon and when he came to it he found nothing but leaves for the time of figs was not yet,when,NULL,toe,tai,kur,quia,فلما,երբ,NULL,i,като,tek,paghiduol,anae,NULL,mɨ,NULL,NULL,NA,ari,ⲉⲧⲁϥⲓ,lè,když,da,da,wen,waato,NULL,NULL,NULL,NULL,kun,s,NULL,tra,at,NULL,NULL,NULL,खकर,došavši,NULL,ketika,þegar,avendo,NULL,NULL,NULL,mi,chora,NULL,cum,un,NULL,teˈ,no,NULL,NULL,NULL,ijcuac,zag,da,NULL,huan,چون,nony,gdy,NULL,NA,NULL,aretak,ricusha,NULL,a,NULL,llig,keď,ko,zvino,goortuu,cuando,NULL,NULL,när,ܘܟܕ,NULL,nang,คร,NA,vardığında,NULL,NULL,wode,bi,NULL,NULL
b.MAR.11.19a,and when even was come he went out of the city,when,NULL,toe,tai,kur,NULL,ولما,երբ,NULL,NULL,NULL,tek,NULL,NULL,NULL,mɨ,ꭴꮢꮓ,ѣко,NA,NULL,ⲉϣⲱⲡ,lè,když,da,NULL,na,NULL,NULL,kiam,kui,NULL,NULL,quand,orasi,tra,biþe,ὅταν,οτε,ય,NULL,kad,mikor,NULL,þegar,quando,yet,NULL,NULL,mi,ora,NULL,cum,NULL,NULL,teˈ,ka,व,အခ,NULL,ijcuac,NULL,når,ᐊᐲ,huan,چون,NULL,gdy,NULL,NA,NULL,NULL,NULL,kana,oridecîte,когда,llig,keď,NULL,nguva,markii,al,kad,ilipokuwa,när,ܘܟܕ,నప,NULL,และเม,NA,olunca,як,NULL,wode,bi,uthe,NULL
b.MAR.11.24a,therefore i say unto you what things soever ye desire when ye pray believe that ye receive them and ye shall have them,when,NULL,NULL,tai,duke,quia,حينما,խնդրէք,eguiten,acõari,NULL,tek,pag,anae,NULL,lajeeˇ,NULL,NULL,NA,ariorica,NULL,lè,NULL,NULL,NULL,te,NULL,NULL,NULL,NULL,NULL,NULL,en,NULL,NULL,NULL,καὶ,NULL,NULL,NULL,NULL,NULL,apabila,NULL,NULL,NULL,NULL,NULL,yewwed,ora,NULL,petitis,lūgsiet,NULL,NULL,ina,ज,NULL,NULL,ijcuac,als,og,ᐋᔕ,NULL,NULL,NULL,NULL,NULL,NA,ane,aretak,NULL,kana,cînd,NULL,ig,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ܘܫܐܠܝܢ,నప,NULL,ขณะเม,NA,NULL,NULL,cuando,oichchiyoobaa,bu,nizicela,NULL
b.MAR.11.25a,and when ye stand praying forgive if ye have ought against any that your father also which is in heaven may forgive you your trespasses,when,NULL,wanneer,tai,kur,quia,ومتى,երբ,NULL,i,когато,tek,NULL,manojgue,候,mɨ,ꭲᏻꮓ,егда,NA,NULL,ⲉϣⲱⲡ,lè,když,når,wenn,te,waati,wei,kiam,kui,ne,kun,lorsque,nakoso,tra,þan,ὅταν,οταν,NULL,जब,kad,mikor,kalau,þegar,quando,yet,NULL,tura,m,ora,때에,cum,kad,kai,aj,ka,व,အခ,जब,ijcuac,wanneer,når,ᐊᐲ,chiang,وقتی,raha,gdy,quando,NA,ane,aretak,imahoras,kana,cînd,когда,akud,keď,kadar,kana,NULL,cuando,kad,NULL,när,ܘܡܐ,నప,kailan,เม,NA,NULL,як,cuando,wode,NULL,naxa,nxa
b.MAR.12.14a,and when they were come they say unto him master we know that thou art true and carest for no man for thou regardest not the person of men but teachest the way of god in truth is it lawful to give tribute to caesar or not,when,NULL,NULL,tai,NULL,jnda,فلما,եւ,NULL,NULL,като,NULL,NULL,anae,NULL,mɨ,ꭴꮒꮇꮸꮓ,же,NA,NULL,ⲉⲧⲁⲩⲓ,NULL,NULL,NULL,und,wen,waato,NULL,veninte,NULL,NULL,NULL,NULL,NULL,tra,NULL,NULL,NULL,NULL,NULL,NULL,pedig,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,teˈ,no,NULL,အခ,NULL,NULL,NULL,NULL,ᐊᐲ,NULL,چون,rehefa,NULL,pois,NA,karata,aretak,NULL,kana,NULL,NULL,NULL,keď,ko,vakati,goortay,NULL,NULL,NULL,NULL,NULL,NULL,nang,คร,NA,NULL,NULL,NULL,NULL,NULL,ke,NULL
b.MAR.12.23a,in the resurrection therefore when they shall rise whose wife shall she be of them for the seven had her to wife,when,NULL,wanneer,tai,kur,quia,متى,երբ,resuscitatu,bero,NULL,tek,NULL,NULL,候,mɨ,ꮎꭿᏻ,егда,NA,ariorica,NULL,lè,když,når,wenn,te,NULL,NULL,NULL,kui,NULL,kun,NULL,orasi,tra,þan,ὅταν,οταν,ર,NULL,kad,mikor,NULL,þegar,quando,hayet,復活のとき,NULL,asmi,ora,때에,cum,kad,kai,NULL,i,ह,အခ,जब,ijcuac,als,når,NULL,NULL,چون,NULL,gdy,NULL,NA,NULL,aretak,NULL,kana,NULL,когда,NULL,keď,ko,kana,NULL,cuando,kad,NULL,när,NULL,NULL,NULL,เม,NA,NULL,як,cuando,NULL,NULL,NULL,mhla
b.MAR.12.25a,for when they shall rise from the dead they neither marry nor are given in marriage but are as the angels which are in heaven,when,NULL,wanneer,tai,kur,quia,متى,երբ,resuscitatu,bero,когато,tek,na,NULL,NULL,mɨ,ꮎꭿᏻᏸꮓ,егда,NA,NULL,ϩⲟⲧⲁⲛ,lè,když,når,wenn,te,waati,waatʋ,kiam,kui,ne,kun,NULL,NULL,ec,þan,ὅταν,οταν,ય,जब,kad,mikor,apabila,þegar,quando,yet,NULL,NULL,NULL,ora,때에는,cum,kad,kai,ajtzin,mai,ह,အခ,जब,ijcuac,als,når,ᐊᐲ,NULL,هنگامی,NULL,gdy,ao,NA,ane,aretak,NULL,kana,după,когда,llig,keď,kadar,kana,goortay,cuando,kad,NULL,NULL,ܡܐ,నప,NULL,าเม,NA,NULL,коли,cuando,NULL,NULL,xa,mhla
b.MAR.12.34a,and when jesus saw that he answered discreetly he said unto him thou art not far from the kingdom of god and no man after that durst ask him any question,when,NULL,toe,tai,duke,jnda,فلما,NULL,çuenean,NULL,като,tek,si,anae,NULL,mɨ,NULL,же,NA,NULL,NULL,lè,NULL,da,da,wen,kaŋ,ɩlɛna,NULL,kui,esi,kun,NULL,NULL,tra,NULL,NULL,NULL,NULL,जब,kad,NULL,NULL,NULL,NULL,hayet,NULL,NULL,mi,ora,NULL,NULL,NULL,NULL,teˈ,no,NULL,NULL,त,ijcuac,NULL,da,NULL,huan,چون,raha,widząc,NULL,NA,epe,aretak,shinajpi,kana,NULL,NULL,llig,NULL,NULL,wakati,markii,viendo,NULL,NULL,nu,NULL,ప,nang,เม,NA,NULL,NULL,xta,NULL,bi,NULL,NULL
b.MAR.13.4a,tell us when shall these things be and what shall be the sign when all these things shall be fulfilled,when,jeatak,wanneer,tai,kur,cwaaⁿ,متى,րբ,noiz,NA,когато,NULL,kanus,ngaean,NULL,tɨˊ,ꭲꮃꭹᏻ,когда,NA,NULL,ⲁⲣⲉ,NULL,kdy,når,wann,NULL,waatifo,NULL,kiam,millal,ne,milloin,quand,NULL,cuin,NA,πότε,ποτε,NULL,कब,kada,mikor,NULL,hvenær,quando,NULL,わたしたちにお話しください,NULL,melmi,NULL,때에,quando,kad,kada,NULL,NULL,ह,အခ,NULL,NULL,wanneer,når,ᐋᓇᐲ,a,که,rahoviana,kiedy,quando,NA,nto,jampaˈ,NULL,kana,cînd,когда,managu,kedy,kdaj,NULL,goormay,cuándo,kad,NULL,när,ܐܡܬܝ,NULL,kailan,NULL,NA,NA,коли,or,NULL,kañ,ukuba,NULL
b.MAR.13.4b,tell us when shall these things be and what shall be the sign when all these things shall be fulfilled,when,jeatak,wanneer,tai,kur,cwaaⁿ,متى,րբ,noiz,NA,когато,NULL,kanus,ngaean,NULL,tɨˊ,ꭲꮃꭹᏻ,когда,NA,NULL,ⲁⲣⲉ,NULL,kdy,når,wann,NULL,waatifo,NULL,kiam,millal,ne,milloin,quand,NULL,cuin,NA,πότε,ποτε,NULL,कब,kada,mikor,NULL,hvenær,quando,NULL,わたしたちにお話しください,NULL,melmi,NULL,때에,quando,kad,kada,NULL,NULL,ह,အခ,NULL,NULL,wanneer,når,ᐋᓇᐲ,a,که,rahoviana,kiedy,quando,NA,nto,jampaˈ,NULL,kana,cînd,когда,managu,kedy,kdaj,NULL,goormay,cuándo,kad,NULL,när,ܐܡܬܝ,NULL,kailan,NULL,NA,NA,коли,or,NULL,kañ,ukuba,NULL
b.MAR.13.7a,and when ye shall hear of wars and rumours of wars be ye not troubled for such things must needs be but the end shall not be yet,when,ainau,wanneer,tai,kur,nndyocwjeˈcañoom,فاذا,երբ,NULL,ajicõari,NULL,tek,NULL,yanguin,見,mɨ,NULL,егда,NA,NULL,ϩⲟⲧⲁⲛ,lè,když,når,wenn,te,waati,kɔma,kiam,kui,ne,kun,quand,orasi,tra,NA,ὅταν,οταν,ય,जब,kada,kor,kalau,þegar,quando,hayet,NULL,tura,m,ora,때에,cum,kad,išgirdę,aj,putanga,व,အခ,NULL,ijcuac,NULL,når,ᐊᐲ,chiang,چون,raha,gdy,quando,NA,karata,aretak,NULL,kana,cînd,когда,ig,keď,kadar,kana,goortaad,cuando,kad,NULL,när,ܡܐ,డ,kung,เม,NA,duyunca,як,cuando,wode,bu,xa,nxa
b.MAR.13.11a,but when they shall lead you and deliver you up take no thought beforehand what ye shall speak neither do ye premeditate but whatsoever shall be given you in that hour that speak ye for it is not ye that speak but the holy ghost,when,NULL,wanneer,tai,kur,quia,فمتى,երբ,çaituztenean,na,когато,tek,diha,anae,候,mɨ,ꮏꮙ,егда,NA,NULL,ⲉϣⲱⲡ,lè,když,når,wenn,te,waati,wei,kiam,kui,nenye,kun,quand,nakoso,tra,NA,ὅταν,οταν,ય,जब,kad,mikor,bila,þegar,quando,NULL,そして,jeamtai,m,ora,때에,cum,kad,kai,NULL,NULL,NULL,NULL,ग,ijcuac,als,når,ᐊᐲ,NULL,چون,raha,gdy,quando,NA,rata,aretak,NULL,kana,cînd,когда,ig,keď,kadar,kana,goortii,cuando,kad,NULL,när,ܡܐ,నప,pagka,าเม,NA,NULL,як,cuando,wode,saa,xa,NULL
b.MAR.13.14a,but when ye shall see the abomination of desolation spoken of by daniel the prophet standing where it ought not let him that readeth understand then let them that be in judaea flee to the mountains,when,NULL,wanneer,tai,kur,quia,فمتى,երբ,bada,NULL,когато,tek,NULL,anae,見,mɨ,ꭲꮵꭺꮹꮦꮝꭸꮝꮧꮝꭹꮒ,егда,NA,NULL,ⲉϣⲱⲡ,NULL,když,når,wenn,te,waati,yesu,kiam,kui,nenye,kun,lorsque,NULL,traa,NA,ὅταν,οταν,ય,जब,kad,mikor,NULL,þegar,quando,NULL,NULL,jesus,m,ora,NULL,cum,kad,kai,NULL,NULL,व,NULL,ल,ijcuac,wanneer,når,ᐊᐲ,chiang,چون,raha,gdy,quando,NA,ane,aretak,imahoras,kana,cînd,когда,NULL,keď,kadar,NULL,goortaad,cuando,kad,NULL,när,NULL,నప,NULL,เม,NA,NULL,як,or,wode,bu,xa,nxa
b.MAR.13.28a,now learn a parable of the fig tree when her branch is yet tender and putteth forth leaves ye know that summer is near,when,NULL,wanneer,tai,kur,quia,متى,ւց,ia,to,когато,tek,NULL,anae,候,mɨ,ꮏꮙ,егда,NA,iroaquerarica,ⲉϣⲱⲡ,NULL,když,når,wenn,te,waati,wei,kiam,NULL,nenye,kun,dès,nakoso,tra,þan,ὅταν,οταν,ર,जब,kad,mikor,kalau,þegar,quando,yet,NULL,NULL,mi,ora,NULL,cum,kad,kai,aj,i,ह,အခ,जब,ijcuac,wanneer,snart,ᐊᐲ,un,چون,raha,gdy,quando,NA,ane,aretak,NULL,kana,cînd,когда,NULL,keď,kadar,kana,NULL,cuando,kad,wakati,när,ܕܡܐ,నప,pagka,เม,NA,NULL,коли,cuando,wode,xamee,xa,nxa
b.MAR.13.29a,so ye in like manner when ye shall see these things come to pass know that it is nigh even at the doors,when,NULL,wanneer,tai,kur,quia,متى,երբ,ikus,acõari,когато,tek,NULL,anae,時,mɨ,ꮏꮙ,егда,NA,ariorica,ⲉϣⲱⲡ,lè,když,når,wenn,te,waati,waatʋ,kiam,NULL,ne,kun,quand,orasi,tra,þan,ὅταν,οταν,ર,जब,kad,mikor,kalau,þegar,quando,hayet,NULL,NULL,m,ora,NULL,cum,kad,išvydę,tpon,ina,व,NULL,जब,ijcuac,als,når,NULL,chiang,چون,raha,gdy,quando,NA,ane,aretak,NULL,kana,cînd,когда,ig,keď,kadar,kana,goortaad,cuando,kad,NULL,när,ܡܐ,నప,pagka,เม,NA,NULL,як,cuando,wode,gisee,xa,nxa
b.MAR.13.33a,take ye heed watch and pray for ye know not when the time is,when,NULL,wanneer,tai,kur,cwaaⁿ,متى,րբ,noiz,to,кога,tek,NULL,ngaean,時,NULL,NULL,когда,NA,NULL,ⲑⲛⲁⲩ,lè,kdy,når,wann,NULL,waati,NULL,kiam,millal,esi,milloin,quand,NULL,cuin,NA,πότε,ποτε,ય,कब,kada,mikor,NULL,nær,quando,NULL,NULL,aujsa,melmi,ora,언제인지,quando,kad,kada,NULL,NULL,व,အခ,NULL,quemanon,NULL,når,ᐋᓇᐲ,un,که,NULL,kiedy,quando,NA,NULL,jampaˈ,pactamunara,kana,cînd,когда,managu,kedy,kdaj,ichasvika,goortuu,cuándo,kad,lini,när,ܐܡܬܝ,చ,kailan,อไร,NA,NULL,коди,or,aude,kañ,linini,anisazi
b.MAR.13.35a,watch ye therefore for ye know not when the master of the house cometh at even or at midnight or at the cockcrowing or in the morning,when,NULL,wanneer,NULL,kur,xjeⁿ,متى,րբ,noiz,to,кога,tek,kanus,ngaean,候,mɨ,NULL,NA,NA,ariorica,NULL,lè,kdy,når,wann,te,saaya,waatʋ,kiam,NA,NULL,milloin,quand,nisidodoguwa,cuin,NA,πότε,ποτε,ય,कब,kad,mikor,NULL,nær,quando,hayet,家の主人が帰って来るのか,NULL,melmi,ntseco,밤중엘는지,quando,kad,kada,NULL,wa,ह,အခ,ल,ijcuac,wanneer,når,ᐋᓇᐲ,NULL,که,NULL,kiedy,quando,NA,NA,jampaˈ,NULL,kana,cînd,когда,managu,kedy,kdaj,musi,goortuu,cuándo,kad,lini,när,ܐܡܬܝ,నప,kailan,อไร,NA,zaman,коли,or,aude,kañ,NULL,NULL
b.MAR.14.11a,and when they heard it they were glad and promised to give him money and he sought how he might conveniently betray him,when,NULL,toe,NULL,kur,jnda,ولما,երբ,hori,NULL,като,tek,sa,anae,見,mɨ,NULL,NULL,NA,NULL,NULL,NULL,NULL,da,da,wen,kaŋ,ɩlɛna,NULL,kui,esi,kun,après,NULL,tra,NULL,NULL,NULL,ય,NULL,kad,NULL,NULL,þegar,NULL,hayet,NULL,NULL,mi,ora,NULL,NULL,kad,NULL,teˈ,no,ह,အခ,ग,ijcuac,toen,da,ᐐᑫ,NULL,NULL,rehefa,NULL,NULL,NA,NULL,aretak,apuunaga,kana,cînd,NULL,llig,NULL,ko,vakati,markay,al,NULL,NULL,när,ܟܕ,NULL,NULL,คร,NA,NULL,NULL,cuando,wode,bi,ke,NULL
b.MAR.14.12a,and the first day of unleavened bread when they killed the passover his disciples said unto him where wilt thou that we go and prepare that thou mayest eat the passover,when,NULL,wanneer,tai,kur,NULL,حين,երբ,çutenean,NULL,когато,tek,sa,anae,NULL,mɨ,ꮎꭿᏻ,егда,NA,NULL,NULL,NULL,když,da,da,te,kaŋ,tala,kiam,kui,NULL,kun,où,orasi,tra,þan,ὅτε,οτε,ર,NULL,kad,mikor,waktu,þegar,quando,NULL,NULL,tsawarmatai,NULL,NULL,NULL,quando,kad,kada,aj,wa,ह,သည,ल,ijcuac,NULL,da,ᐊᐲ,NULL,که,NULL,gdy,quando,NA,nto,aretak,horaspi,NULL,cînd,когда,NULL,keď,ko,musi,goortii,cuando,kad,wakati,när,NULL,నప,nang,เม,NA,NULL,як,cuando,wode,NULL,xa,NULL
b.MAR.14.23a,and he took the cup and when he had given thanks he gave it to them and they all drank of it,when,NULL,nadat,tai,NULL,quia,NULL,NULL,NULL,NULL,NULL,tek,NULL,anae,NULL,mɨ,NULL,NULL,NA,NULL,NULL,NULL,NULL,NULL,NULL,te,waato,NULL,NULL,NULL,NULL,NULL,après,de,tra,NA,NULL,NULL,ય,NULL,NULL,NULL,sesudah,NULL,NULL,lahwi,NULL,pininnasha,NULL,chents,NULL,NULL,NULL,NULL,teˈ,ka,व,NULL,ल,quemaj,NULL,NULL,NULL,NULL,NULL,nony,NULL,NULL,NA,NULL,NULL,NULL,kana,dupăce,NULL,sun,NULL,NULL,NULL,NULL,habiendo,NULL,NULL,NULL,NULL,NULL,nang,NULL,NA,NULL,NULL,NULL,NULL,NULL,NULL,NULL
b.MAR.14.26a,and when they had sung an hymn they went out into the mount of olives,when,NULL,toe,NULL,mbasi,jnda,NULL,NULL,NULL,bero,като,tek,NULL,anae,NULL,mɨ,NULL,NULL,NA,ari,NULL,apre,NULL,da,da,wen,kaŋ,ɩlɛna,NULL,kui,megbe,NULL,après,qabolo,tra,NA,NULL,αφου,ય,NULL,NULL,dicséretet,NULL,þegar,dopo,lahwi,NULL,NULL,mi,jëtschuayama,NULL,NULL,NULL,NULL,NULL,no,ज,NULL,NULL,ijcuac,NULL,da,NULL,NULL,NULL,rehefa,NULL,tendo,NA,kahudu,te,NULL,kana,dupăce,NULL,NULL,NULL,ko,vakati,goortay,después,NULL,NULL,när,NULL,NULL,NULL,เม,NA,NULL,NULL,cuando,guyyiyan,noonu,NULL,kwathi
b.MAR.14.40a,and when he returned he found them asleep again for their eyes were heavy neither wist they what to answer him,when,NULL,toe,tai,kur,quia,NULL,NULL,NULL,NULL,като,tek,NULL,anae,NULL,mɨ,NULL,NULL,NA,ineajeitapaajiri,ⲟⲩⲟϩ,apre,NULL,NULL,NULL,wen,waato,ɩlɛna,NULL,NULL,emegbe,tullessaan,NULL,NULL,tra,NA,NULL,NULL,ય,NULL,NULL,mikor,sesudah,þegar,NULL,yet,NULL,NULL,mi,orna,NULL,NULL,NULL,NULL,teˈ,ka,व,NULL,NULL,NULL,NA,da,NULL,a,NULL,nony,a,NULL,NA,oti,te,NULL,kana,NULL,NULL,NULL,keď,ko,NULL,NULL,cuando,NULL,NULL,när,ܟܕ,NULL,NULL,คร,NA,geldiğinde,NULL,cuando,wode,NULL,uthe,NULL
b.MAR.14.67a,and when she saw peter warming himself she looked upon him and said and thou also wast with jesus of nazareth,when,NULL,toe,tai,kur,quia,فلما,NULL,çuenean,NULL,като,tek,sa,anae,NULL,mɨ,NULL,ꙇ,NA,NULL,ⲟⲩⲟϩ,NULL,NULL,da,da,NULL,waato,maɣana,NULL,NULL,NULL,NULL,NULL,NULL,tra,NULL,καὶ,οτε,NULL,NULL,NULL,NULL,ketika,NULL,NULL,hayet,NULL,NULL,NULL,ora,NULL,cum,NULL,NULL,teˈ,i,ह,အခ,NULL,ijcuac,hé,da,NULL,a,NULL,nony,NULL,NULL,NA,NULL,aretak,NULL,kana,cînd,NULL,NULL,NULL,NULL,NULL,markay,cuando,NULL,NULL,när,NULL,NULL,NULL,เม,NA,NA,NULL,NULL,NULL,NULL,NULL,NULL
