sent_id,context,eng,acu,afr,ake,alb,amh,amu,ara,arm,baq,bsn,bul,cak,ceb,cha,chi,chq,chr,chu,cjp,cni,cop,crp,cze,dan,deu,dik,dje,dop,epo,est,ewe,fin,fra,gbi,gla,glv,got,grc,gre,guj,heb,hin,hrv,hun,ind,isl,ita,jak,jap,jiv,kab,kbh,kor,lat,lav,lit,mam,mao,nhg,nld,nor,ojb,pck,pes,plt,pol,por,pot,ppk,quc,quw,rom,rum,rus,shi,slk,slv,sna,som,spa,srp,ssw,swe,syr,tgl,tha,tmh,tur,ukr,usp,wal,wol,xho,zul
b.2KI.5.13,"and his servants came near , and spake unto him , and said , my father , if the prophet had bid thee do some great thing , wouldest thou not have done it ? how much rather then , when he saith to thee , wash , and be clean ?",when,NA,dat,NA,që,NULL,NA,اذ,NA,NA,NA,като,NA,kong,NA,NULL,NA,NA,NA,NA,NA,NA,NULL,kdyžť,da,so,NA,kaŋ,NA,se,NULL,NA,kun,qu,NA,NA,NA,NA,NA,οταν,NA,כי,जब,kad,mikor,tetapi,er,NULL,NA,NULL,NA,NA,NA,NULL,NULL,NA,kai,NA,i,NA,als,når,NA,NULL,چون,raha,gdy,NULL,NA,NA,NA,NA,NA,NULL,когда,NA,keď,ko,NULL,NULL,si,kad,NA,då,NA,kung,นเม,NA,‹,NA,NA,NA,NA,xa,NA
b.2KI.5.18,"in this thing the lord pardon thy servant , that when my master goeth into the house of rimmon to worship there , and he leaneth on my hand , and i bow myself in the house of rimmon : when i bow down myself in the house of rimmon , the lord pardon thy servant in this thing .",when,NA,as,NA,kur,ጊዜ,NA,عند,NA,NA,NA,когато,NA,diha,NA,NULL,NA,NA,NA,NA,NA,NA,lè,když,når,wenn,NA,NULL,NA,kiam,NA,NA,kun,quand,NA,NA,NA,NA,NA,οταν,NA,בבוא,NULL,kad,mikor,NULL,þegar,quando,NA,NULL,NA,NA,NA,NULL,quando,NA,NULL,NA,ina,NA,NULL,når,NA,NULL,چون,raha,gdy,quando,NA,NA,NA,NA,NA,cînd,когда,NA,keď,kadar,kana,markii,cuando,kad,NA,när,NA,pagka,่,NA,.,NA,NA,NA,NA,NULL,NA
b.2KI.5.18,"in this thing the lord pardon thy servant , that when my master goeth into the house of rimmon to worship there , and he leaneth on my hand , and i bow myself in the house of rimmon : when i bow down myself in the house of rimmon , the lord pardon thy servant in this thing .",when,NA,as,NA,kur,ጊዜ,NA,عند,NA,NA,NA,когато,NA,diha,NA,NULL,NA,NA,NA,NA,NA,NA,lè,když,når,wenn,NA,NULL,NA,kiam,NA,NA,kun,quand,NA,NA,NA,NA,NA,οταν,NA,בבוא,NULL,kad,mikor,NULL,þegar,quando,NA,NULL,NA,NA,NA,NULL,quando,NA,NULL,NA,ina,NA,NULL,når,NA,NULL,چون,raha,gdy,quando,NA,NA,NA,NA,NA,cînd,когда,NA,keď,kadar,kana,markii,cuando,kad,NA,när,NA,pagka,่,NA,.,NA,NA,NA,NA,NULL,NA
b.2KI.5.21,"so gehazi followed after naaman . and when naaman saw him running after him , he lighted down from the chariot to meet him , and said , is all well ?",when,NA,toe,NA,kur,ጊዜ,NA,ولما,NA,NA,NA,когато,NA,sa,NA,NULL,NA,NA,NA,NA,NA,NA,lè,NULL,da,da,NA,alwaato,NA,kiam,NA,NA,kun,NULL,NA,NA,NA,NA,NA,οτε,NA,NULL,NULL,kada,NULL,ketika,er,",",NA,NULL,NA,NA,NA,NULL,cum,NA,",",NA,no,NA,toen,da,NA,huan,چون,nony,NULL,",",NA,NA,NA,NA,NA,cînd,и,NA,keď,ko,wakati,markuu,cuando,kad,NA,när,NA,nang,และเม,NA,NULL,NA,NA,NA,NA,NULL,NA
b.2KI.5.24,"and when he came to the tower , he took them from their hand , and bestowed them in the house : and he let the men go , and they departed .",when,NA,toe,NA,kur,ጊዜ,NA,ولما,NA,NA,NA,когато,NA,NULL,NA,NULL,NA,NA,NA,NA,NA,NA,lè,když,da,da,NA,alwaato,NA,kiam,NULL,NA,kun,NULL,NA,NA,NA,NA,NA,οτε,NA,NULL,जब,kad,mikor,setelah,er,NULL,NA,NULL,NA,NA,NA,NULL,cumque,NA,NULL,NA,no,NA,toen,da,NA,",",چون,nony,NULL,tendo,NA,NA,NA,NA,NA,ajungînd,когда,NA,keď,ko,wakati,markuu,cuando,kad,NA,när,NA,nang,เม,NA,NULL,NA,NA,NA,NA,NULL,NA
b.2KI.5.26,"and he said unto him , went not mine heart with thee , when the man turned again from his chariot to meet thee ? is it a time to receive money , and to receive garments , and oliveyards , and vineyards , and sheep , and oxen , and menservants , and maidservants ?",when,NA,toe,NA,kur,ጊዜ,NA,حين,NA,NA,NA,когато,NA,NULL,NA,候,NA,NA,NA,NA,NA,NA,lè,když,da,da,NA,alwaato,NA,kiam,NA,NA,kun,lorsque,NA,NA,NA,NA,NA,οτε,NA,כאשר,NULL,kad,mikor,ketika,þegar,quando,NA,NULL,NA,NA,NA,때에,quando,NA,kai,NA,i,NA,toen,da,NA,NULL,هنگامی,NULL,kiedy,quando,NA,NA,NA,NA,NA,cînd,когда,NA,keď,ko,nguva,markii,cuando,kad,NA,när,NA,nang,เม,NA,‹,NA,NA,NA,NA,",",NA
b.2KI.6.4,"so he went with them . and when they came to jordan , they cut down wood .",when,NA,toe,NA,kur,ጊዜ,NA,ولما,NA,NA,NA,като,NA,pag,NA,NULL,NA,NA,NA,NA,NA,NA,lè,když,da,da,NA,kaŋ,NA,kaj,NULL,NA,tultuaan,NULL,NA,NA,NA,NA,NA,NULL,NA,NULL,NULL,kad,NULL,setelah,þegar,.,NA,NULL,NA,NA,NA,NULL,cumque,NA,NULL,NA,i,NA,NULL,da,NA,un,چون,nony,NULL,NULL,NA,NA,NA,NA,NA,ajungînd,NULL,NA,keď,ko,vakati,markay,cuando,NULL,NA,när,NA,nang,และเม,NA,NULL,NA,NA,NA,NA,NULL,NA
b.2KI.6.15,"and when the servant of the man of god was risen early , and gone forth , behold , an host compassed the city both with horses and chariots . and his servant said unto him , alas , my master ! how shall we do ?",when,NA,toe,NA,NULL,ጊዜ,NA,NULL,NA,NA,NA,когато,NA,sa,NA,NULL,NA,NA,NA,NA,NA,NA,",",pak,da,und,NA,alwaato,NA,kiam,NULL,NA,kun,NULL,NA,NA,NA,NA,NA,οτε,NA,NULL,NULL,NULL,NULL,ketika,þegar,dopo,NA,NULL,NA,NA,NA,NULL,NULL,NA,NULL,NA,",",NA,toen,da,NA,",",چون,rehefa,NULL,tendo,NA,NA,NA,NA,NA,NULL,NULL,NA,keď,ko,zvino,markuu,cuando,NULL,NA,när,NA,nang,เม,NA,NULL,NA,NA,NA,NA,NULL,NA
b.2KI.6.18,"and when they came down to him , elisha prayed unto the lord , and said , smite this people , i pray thee , with blindness . and he smote them with blindness according to the word of elisha .",when,NA,toe,NA,ndërsa,ጊዜ,NA,ولما,NA,NA,NA,когато,NA,sa,NA,NULL,NA,NA,NA,NA,NA,NA,lè,když,nu,da,NA,alwaato,NA,NULL,NA,NA,kun,NULL,NA,NA,NA,NA,NA,οτε,NA,NULL,जब,kad,mikor,ketika,NULL,poiché,NA,NULL,NA,NA,NA,NULL,NULL,NA,sirams,NA,i,NA,terwijl,da,NA,NULL,چون,NULL,gdy,quando,NA,NA,NA,NA,NA,NULL,когда,NA,keď,ko,vakati,markay,cuando,kad,NA,när,NA,nang,NULL,NA,NULL,NA,NA,NA,NA,NULL,NA
b.2KI.6.20,"and it came to pass , when they were come into samaria , that elisha said , lord , open the eyes of these men , that they may see . and the lord opened their eyes , and they saw ; and , behold , they were in the midst of samaria .",when,NA,by,NA,kur,ጊዜ,NA,فلما,NA,NA,NA,когато,NA,pag,NA,NULL,NA,NA,NA,NA,NA,NA,NULL,když,da,da,NA,alwaato,NA,kiam,NA,NA,kun,lorsqu,NA,NA,NA,NA,NA,οτε,NA,NULL,जब,kad,mikor,waktu,er,quando,NA,NULL,NA,NA,NA,때에,cumque,NA,NULL,NA,no,NA,NULL,da,NA,NULL,هنگامی,rehefa,gdy,chegando,NA,NA,NA,NA,NA,cînd,когда,NA,keď,ko,vakati,markay,cuando,kad,NA,när,NA,nang,มาพอเข,NA,NULL,NA,NA,NA,NA,bakufika,NA
b.2KI.6.21,"and the king of israel said unto elisha , when he saw them , my father , shall i smite them ? shall i smite them ?",when,NA,toe,NA,kur,ጊዜ,NA,لما,NA,NA,NA,когато,NA,sa,NA,NULL,NA,NA,NA,NA,NA,NA,NULL,když,da,da,NA,NULL,NA,kiam,NA,NA,kun,NULL,NA,NA,NA,NA,NA,ως,NA,NULL,NULL,kad,mikor,ketika,er,quando,NA,NULL,NA,NA,NA,NULL,cum,NA,NULL,NA,i,NA,toen,NULL,NA,NULL,چون,nony,gdy,",",NA,NA,NA,NA,NA,NULL,NULL,NA,keď,ko,NULL,markuu,cuando,kad,NA,när,NA,nang,และเม,NA,NULL,NA,NA,NA,NA,NULL,NA
b.2KI.6.23,"and he prepared great provision for them : and when they had eaten and drunk , he sent them away , and they went to their master . so the bands of syria came no more into the land of israel .",when,NA,nadat,NA,pasi,በበሉና,NA,NULL,NA,NA,NA,след,NA,sa,NA,NULL,NA,NA,NA,NA,NA,NA,NULL,když,da,da,NA,alwaato,NA,NULL,NULL,NA,kun,NULL,NA,NA,NA,NA,NA,αφου,NA,כרה,NULL,pošto,miután,sesudah,og,dopo,NA,NULL,NA,NA,NA,NULL,NULL,NA,",",NA,ka,NA,na,og,NA,",",چون,rehefa,NULL,NULL,NA,NA,NA,NA,NA,şi,и,NA,keď,ko,vakati,markay,cuando,NULL,NA,när,NA,nang,และเม,NA,NULL,NA,NA,NA,NA,NULL,NA
b.2KI.6.30,"and it came to pass , when the king heard the words of the woman , that he rent his clothes ; and he passed by upon the wall , and the people looked , and , behold , he had sackcloth within upon his flesh .",when,NA,toe,NA,kur,NULL,NA,NULL,NA,NA,NA,като,NA,pagkadungog,NA,NULL,NA,NA,NA,NA,NA,NA,lè,když,da,da,NA,waato,NA,kiam,NULL,NA,kun,lorsque,NA,NA,NA,NA,NA,NULL,NA,NULL,जब,kada,mikor,NULL,er,quando,NA,NULL,NA,NA,NA,때에,NULL,NA,NULL,NA,i,NA,NA,da,NA,a,چون,nony,gdy,ouvindo,NA,NA,NA,NA,NA,cînd,",",NA,keď,ko,wakati,markii,cuando,kad,NA,när,NA,nang,่,NA,NULL,NA,NA,NA,NA,",",NA
b.2KI.6.32,"but elisha sat in his house , and the elders sat with him ; and the king sent a man from before him : but ere the messenger came to him , he said to the elders , see ye how this son of a murderer hath sent to take away mine head ? look , when the messenger cometh , shut the door , and hold him fast at the door : is not the sound of his master ' s feet behind him ?",when,NA,sodra,NA,kur,ጊዜ,NA,اذا,NA,NA,NA,щом,NA,kong,NA,NULL,NA,NA,NA,NA,NA,NA,lè,když,når,wenn,NA,NULL,NA,kiam,NA,NA,kun,quand,NA,NA,NA,NA,NA,καθως,NA,כבא,जब,kada,mikor,kalau,þegar,quando,NA,NULL,NA,NA,NA,NULL,cum,NA,pamatę,NA,ina,NA,toen,når,NA,takin,وقتی,raha,gdy,quando,NA,NA,NA,NA,NA,cînd,когда,NA,keď,ko,kana,markii,cuando,kad,NA,när,NA,pagdating,่,NA,NULL,NA,NA,NA,NA,akufika,NA
b.2KI.7.5,"and they rose up in the twilight , to go unto the camp of the syrians : and when they were come to the uttermost part of the camp of syria , behold , there was no man there .",when,NA,toe,NA,kur,ጊዜ,NA,NULL,NA,NA,NA,като,NA,paghiabut,NA,候,NA,NA,NA,NA,NA,NA,lè,",",da,da,NA,alwaato,NA,NULL,NULL,NA,kun,lorsqu,NA,NA,NA,NA,NA,οτε,NA,ויבאו,NULL,ustavši,mikor,tetapi,er,NULL,NA,NULL,NA,NA,NA,NULL,cumque,NA,",",NA,no,NA,NULL,da,NA,",",چون,nony,NULL,chegando,NA,NA,NA,NA,NA,cînd,NULL,NA,a,ko,vakati,markay,cuando,NULL,NA,när,NA,nang,เม,NA,NULL,NA,NA,NA,NA,",",NA
b.2KI.7.8,"and when these lepers came to the uttermost part of the camp , they went into one tent , and did eat and drink , and carried thence silver , and gold , and raiment , and went and hid it ; and came again , and entered into another tent , and carried thence also , and went and hid it .",when,NA,toe,NA,kur,ጊዜ,NA,NULL,NA,NA,NA,когато,NA,paghiabut,NA,NULL,NA,NA,NA,NA,NA,NA,lè,když,da,nun,NA,alwaato,NA,NULL,NULL,NA,tultuaan,étant,NA,NA,NA,NA,NA,οτε,NA,NULL,जब,pošto,kor,setelah,er,dopo,NA,NULL,NA,NA,NA,NULL,cum,NA,NULL,NA,taenga,NA,NULL,nu,NA,huan,NULL,rehefa,gdy,NULL,NA,NA,NA,NA,NA,ajungînd,пришли,NA,keď,ko,zvino,markay,cuando,kad,NA,när,NA,nang,และเม,NA,NULL,NA,NA,NA,NA,ke,NA
b.2KI.7.12,"and the king arose in the night , and said unto his servants , i will now shew you what the syrians have done to us . they know that we be hungry ; therefore are they gone out of the camp to hide themselves in the field , saying , when they come out of the city , we shall catch them alive , and get into the city .",when,NA,as,NA,si,ጊዜ,NA,اذا,NA,NA,NA,когато,NA,sa,NA,候,NA,NA,NA,NA,NA,NA,lè,když,så,wenn,NA,alwaato,NA,kiam,NULL,NA,kun,quand,NA,NA,NA,NA,NA,οταν,NA,כי,NULL,već,mikor,sesudah,þegar,appena,NA,NULL,NA,NA,NA,NULL,cum,NA,NULL,NA,te,NA,als,når,NA,NULL,NULL,raha,gdy,quando,NA,NA,NA,NA,NA,cînd,когда,NA,keď,kadar,kana,markay,cuando,kad,NA,att,NA,pagka,เม,NA,NULL,NA,NA,NA,NA,NULL,NA
b.2KI.7.17,"and the king appointed the lord on whose hand he leaned to have the charge of the gate : and the people trode upon him in the gate , and he died , as the man of god had said , who spake when the king came down to him .",when,NA,toe,NA,kur,ጊዜ,NA,عند,NA,NA,NA,когато,NA,paghiadto,NA,候,NA,NA,NA,NA,NA,NA,lè,když,dengang,da,NA,alwaato,NA,kiam,NULL,NA,kun,quand,NA,NA,NA,NA,NA,οτε,NA,NULL,NULL,kad,mikor,ketika,er,quando,NA,、,NA,NA,NA,때에,quando,NA,kai,NA,haerenga,NA,toen,dengang,NA,laia,هنگامی,raha,gdy,quando,NA,NA,NA,NA,NA,cînd,когда,NA,keď,ko,musi,kolkii,cuando,kad,NA,när,NA,nang,นเม,NA,NULL,NA,NA,NA,NA,ekuhleni,NA
b.2KI.8.6,"and when the king asked the woman , she told him . so the king appointed unto her a certain officer , saying , restore all that was hers , and all the fruits of the field since the day that she left the land , even until now .",when,NA,NULL,NA,NULL,NULL,NA,NULL,NA,NA,NA,и,NA,sa,NA,NULL,NA,NA,NA,NA,NA,NA,lè,NULL,NULL,und,NA,alwaato,NA,NULL,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,ο,NA,NULL,जब,kada,NULL,setelah,NULL,NULL,NA,、,NA,NA,NA,NULL,NULL,NA,NULL,NA,i,NA,NULL,så,NA,huan,چون,nony,NULL,NULL,NA,NA,NA,NA,NA,NULL,NULL,NA,NULL,NULL,wakati,markuu,NULL,NULL,NA,då,NA,nang,และเม,NA,NULL,NA,NA,NA,NA,NULL,NA
b.2KI.8.17,thirty and two years old was he when he began to reign ; and he reigned eight years in jerusalem .,when,NA,toe,NA,kur,ጊዜ,NA,NULL,NA,NA,NA,когато,NA,sa,NA,候,NA,NA,NA,NA,NA,NA,lè,když,da,da,NA,kaŋ,NA,kiam,NULL,NA,NULL,lorsqu,NA,NA,NA,NA,NA,οτε,NA,NULL,जब,kad,mikor,waktu,er,quando,NA,NULL,NA,NA,NA,때에,cum,NA,kai,NA,ka,NA,toen,da,NA,NULL,چون,fony,gdy,quando,NA,NA,NA,NA,NA,cînd,когда,NA,keď,ko,ava,markuu,cuando,kad,NA,när,NA,nang,เม,NA,NULL,NA,NA,NA,NA,",",NA
b.2KI.8.26,"two and twenty years old was ahaziah when he began to reign ; and he reigned one year in jerusalem . and his mother ' s name was athaliah , the daughter of omri king of israel .",when,NA,toe,NA,kur,ጊዜ,NA,NULL,NA,NA,NA,когато,NA,sa,NA,候,NA,NA,NA,NA,NA,NA,pandan,když,da,da,NA,waato,NA,kiam,NA,NA,NULL,lorsqu,NA,NA,NA,NA,NA,οτε,NA,NULL,NULL,kad,mikor,waktu,er,quando,NA,NULL,NA,NA,NA,때에,cum,NA,kai,NA,i,NA,toen,da,NA,NULL,چون,fony,gdy,quando,NA,NA,NA,NA,NA,cînd,когда,NA,keď,ko,kwake,markuu,cuando,kad,NA,när,NA,nang,เม,NA,NULL,NA,NA,NA,NA,",",NA
b.2KI.8.29,"and king joram went back to be healed in jezreel of the wounds which the syrians had given him at ramah , when he fought against hazael king of syria . and ahaziah the son of jehoram king of judah went down to see joram the son of ahab in jezreel , because he was sick .",when,NA,NULL,NA,kur,ጊዜ,NA,عند,NA,NA,NA,когато,NA,sa,NA,候,NA,NA,NA,NA,NA,NA,lè,když,da,da,NA,waato,NA,kiam,NULL,NA,NULL,lorsqu,NA,NA,NA,NA,NA,οτε,NA,NULL,जब,kad,mikor,NULL,er,mentre,NA,NULL,NA,NA,NA,때에,NULL,NA,",",NA,i,NA,NULL,da,NA,NULL,هنگامی,fony,gdy,quando,NA,NA,NA,NA,NA,cînd,когда,NA,keď,ko,nguva,markuu,cuando,kad,NA,",",NA,nang,เม,NA,yaraların,NA,NA,NA,NA,",",NA
b.2KI.9.2,"and when thou comest thither , look out there jehu the son of jehoshaphat the son of nimshi , and go in , and make him arise up from among his brethren , and carry him to an inner chamber ;",when,NA,as,NA,kur,ጊዜ,NA,واذا,NA,NA,NA,като,NA,NULL,NA,NULL,NA,NA,NA,NA,NA,NA,lè,když,når,wenn,NA,kaŋ,NA,kiam,NA,NA,NULL,quand,NA,NA,NA,NA,NA,οταν,NA,NULL,NULL,kad,mikor,NULL,er,appena,NA,NULL,NA,NA,NA,NULL,cumque,NA,NULL,NA,tae,NA,NULL,når,NA,chiangin,چون,rehefa,gdy,quando,NA,NA,NA,NA,NA,cînd,придя,NA,keď,ko,kana,markaad,cuando,kad,NA,när,NA,NULL,และเม,NA,varınca,NA,NA,NA,NA,NULL,NA
b.2KI.9.5,"and when he came , behold , the captains of the host were sitting ; and he said , i have an errand to thee , o captain . and jehu said , unto which of all us ? and he said , to thee , o captain .",when,NA,toe,NA,kur,ጊዜ,NA,NULL,NA,NA,NA,като,NA,pagdangat,NA,NULL,NA,NA,NA,NA,NA,NA,NULL,když,da,da,NA,saaya,NA,kiam,NULL,NA,kun,quand,NA,NA,NA,NA,NA,οτε,NA,NULL,NULL,kad,mikor,NULL,er,appena,NA,NULL,NA,NA,NA,NULL,NULL,NA,NULL,NA,no,NA,NULL,da,NA,",",چون,nony,gdy,quando,NA,NA,NA,NA,NA,cînd,NULL,NA,keď,ko,wakati,markuu,entonces,kad,NA,när,NA,nang,และเม,NA,NULL,NA,NA,NA,NA,NULL,NA
b.2KI.9.15,"but king joram was returned to be healed in jezreel of the wounds which the syrians had given him , when he fought with hazael king of syria . ) and jehu said , if it be your minds , then let none go forth nor escape out of the city to go to tell it in jezreel .",when,NA,NULL,NA,ndërsa,ጊዜ,NA,حين,NA,NA,NA,когато,NA,sa,NA,NULL,NA,NA,NA,NA,NA,NA,lè,když,da,da,NA,waato,NA,kiam,NULL,NA,NULL,lorsqu,NA,NA,NA,NA,NA,οτε,NA,NULL,NULL,zadali,mikor,NA,er,",",NA,NULL,NA,NA,NA,때에,NULL,NA,kai,NA,ka,NA,NULL,da,NA,NULL,وقتی,fony,gdy,quando,NA,NA,NA,NA,NA,cînd,когда,NA,keď,ko,nguva,markuu,cuando,kad,NA,NULL,NA,nang,เม,NA,yaraların,NA,NA,NA,NA,awawafumana,NA
b.2KI.9.22,"and it came to pass , when joram saw jehu , that he said , is it peace , jehu ? and he answered , what peace , so long as the whoredoms of thy mother jezebel and her witchcrafts are so many ?",when,NA,toe,NA,kur,ጊዜ,NA,فلما,NA,NA,NA,като,NA,sa,NA,NULL,NA,NA,NA,NA,NA,NA,lè,když,da,da,NA,saaya,NA,kiam,NA,NA,kun,dès,NA,NA,NA,NA,NA,NULL,NA,NULL,जब,kad,mikor,kalau,er,quando,NA,NULL,NA,NA,NA,NULL,cumque,NA,NULL,NA,i,NA,NULL,da,NA,NULL,چون,nony,gdy,vendo,NA,NA,NA,NA,NA,NULL,когда,NA,keď,ko,wakati,markii,cuando,kad,NA,när,NA,nang,่,NA,NULL,NA,NA,NA,NA,",",NA
b.2KI.9.25,"then said jehu to bidkar his captain , take up , and cast him in the portion of the field of naboth the jezreelite : for remember how that , when i and thou rode together after ahab his father , the lord laid this burden upon him ;",when,NA,NULL,NA,kur,ጊዜ,NA,اذا,NA,NA,NA,когато,NA,diha,NA,候,NA,NA,NA,NA,NA,NA,NULL,když,dengang,da,NA,alwaato,NA,NULL,NA,NA,NULL,lorsque,NA,NA,NA,NA,NA,οτε,NA,NULL,जब,kad,mikor,ketika,að,mentre,NA,NULL,NA,NA,NA,때에,quando,NA,NULL,NA,haerenga,NA,toen,NULL,NA,laia,وقتی,fony,gdyśmy,-,NA,NA,NA,NA,NA,cînd,как,NA,páre,ko,musi,markaynu,cuando,kad,NA,när,NA,NULL,เม,NA,NULL,NA,NA,NA,NA,",",NA
b.2KI.9.27,"but when ahaziah the king of judah saw this , he fled by the way of the garden house . and jehu followed after him , and said , smite him also in the chariot . and they did so at the going up to gur , which is by ibleam . and he fled to megiddo , and died there .",when,NA,toe,NA,duke,ጊዜ,NA,ولما,NA,NA,NA,като,NA,pagkakita,NA,NULL,NA,NA,NA,NA,NA,NA,lè,když,da,da,NA,alwaato,NA,kiam,NA,NA,kun,NULL,NA,NA,NA,NA,NA,ο,NA,NULL,NULL,kada,mikor,NULL,þegar,",",NA,NULL,NA,NA,NA,NULL,NULL,NA,NULL,NA,NULL,NA,intussen,da,NA,NULL,چون,nony,NULL,quando,NA,NA,NA,NA,NA,cînd,",",NA,keď,ko,NULL,markuu,al,NULL,NA,när,NA,nang,เม,NA,NULL,NA,NA,NA,NA,NULL,NA
b.2KI.9.30,"and when jehu was come to jezreel , jezebel heard of it ; and she painted her face , and tired her head , and looked out at a window .",when,NA,NULL,NA,kur,ጊዜ,NA,NULL,NA,NA,NA,тага,NA,paghiadto,NA,NULL,NA,NA,NA,NA,NA,NA,lè,když,NULL,da,NA,saaya,NA,NULL,NA,NA,kun,NULL,NA,NA,NA,NA,NA,ο,NA,NULL,जब,kad,mikor,setelah,NULL,NULL,NA,NULL,NA,NA,NA,NULL,NULL,NA,NULL,NA,haerenga,NA,toen,da,NA,",",چون,nony,NULL,depois,NA,NA,NA,NA,NA,NULL,и,NA,keď,ko,NULL,markuu,cuando,kad,NA,nu,NA,nang,NULL,NA,NULL,NA,NA,NA,NA,uthe,NA
b.2KI.9.34,"and when he was come in , he did eat and drink , and said , go , see now this cursed woman , and bury her : for she is a king ' s daughter .",when,NA,nadat,NA,hyri,ጊዜ,NA,NULL,NA,NA,NA,като,NA,pagsulod,NA,NULL,NA,NA,NA,NA,NA,NA,NULL,když,NULL,da,NA,saaya,NA,kaj,NULL,NA,NULL,NULL,NA,NA,NA,NA,NA,αφου,NA,NULL,NULL,NULL,NULL,NULL,en,NULL,NA,NULL,NA,NA,NA,NULL,NULL,NA,NULL,NA,NULL,NA,NULL,NULL,NA,",",NULL,NULL,gdy,tendo,NA,NA,NA,NA,NA,NULL,NULL,NA,keď,ko,wakati,markuu,NULL,NULL,NA,NULL,NA,NULL,NULL,NA,NULL,NA,NA,NA,NA,NULL,NA
b.2KI.10.7,"and it came to pass , when the letter came to them , that they took the king ' s sons , and slew seventy persons , and put their heads in baskets , and sent him them to jezreel .",when,NA,toe,NA,NULL,ጊዜ,NA,فلما,NA,NA,NA,като,NA,pagdangat,NA,NULL,NA,NA,NA,NA,NA,NA,lè,jakž,da,nun,NA,alwaato,NA,kiam,NULL,NA,kun,quand,NA,NA,NA,NA,NA,καθως,NA,כבא,NULL,kad,mikor,setelah,er,NULL,NA,NULL,NA,NA,NA,NULL,cumque,NA,NULL,NA,taenga,NA,toen,da,NA,un,چون,nony,gdy,NULL,NA,NA,NA,NA,NA,cînd,когда,NA,keď,ko,NULL,markii,cuando,kad,NA,NULL,NA,nang,ื,NA,NULL,NA,NA,NA,NA,",",NA
b.2KI.10.15,"and when he was departed thence , he lighted on jehonadab the son of rechab coming to meet him : and he saluted him , and said to him , is thine heart right , as my heart is with thy heart ? and jehonadab answered , it is . if it be , give me thine hand . and he gave him his hand ; and he took him up to him into the chariot .",when,NA,NULL,NA,NULL,ጊዜ,NA,NULL,NA,NA,NA,като,NA,sa,NA,NULL,NA,NA,NA,NA,NA,NA,NULL,NULL,da,da,NA,alwaato,NA,NULL,NA,NA,kun,étant,NA,NA,NA,NA,NA,NULL,NA,NULL,जब,NULL,mikor,NULL,er,NULL,NA,NULL,NA,NA,NA,NULL,cumque,NA,NULL,NA,",",NA,na,så,NA,nungin,چون,rehefa,NULL,",",NA,NA,NA,NA,NA,plecînd,поехал,NA,keď,ko,wakati,markuu,después,NULL,NA,när,NA,nang,ื,NA,NULL,NA,NA,NA,NA,NULL,NA
b.2KI.10.17,"and when he came to samaria , he slew all that remained unto ahab in samaria , till he had destroyed him , according to the saying of the lord , which he spake to elijah .",when,NA,toe,NA,NULL,ጊዜ,NA,NULL,NA,NA,NA,когато,NA,pag,NA,NULL,NA,NA,NA,NA,NA,NA,lè,když,NULL,da,NA,alwaato,NA,kiam,NULL,NA,NULL,lorsque,NA,NA,NA,NA,NA,οτε,NA,NULL,NULL,NULL,NULL,NULL,er,NULL,NA,NULL,NA,NA,NA,NULL,NULL,NA,NULL,NA,i,NA,na,da,NA,",",چون,rehefa,gdy,quando,NA,NA,NA,NA,NA,cînd,NULL,NA,keď,ko,wakati,markuu,cuando,kad,NA,när,NA,nang,และเม,NA,NULL,NA,NA,NA,NA,NULL,NA
b.2KI.10.24,"and when they went in to offer sacrifices and burnt offerings , jehu appointed fourscore men without , and said , if any of the men whom i have brought into your hands escape , he that letteth him go , his life shall be for the life of him .",when,NA,toe,NA,NULL,NULL,NA,NULL,NA,NA,NA,когато,NA,NULL,NA,NULL,NA,NA,NA,NA,NA,NA,NULL,tak,NULL,da,NA,NULL,NA,NULL,NULL,NA,NULL,NULL,NA,NA,NA,NA,NA,οτε,NA,NULL,NULL,NULL,mikor,NULL,NULL,mentre,NA,NULL,NA,NA,NA,때에,NULL,NA,NULL,NA,i,NA,intussen,NULL,NA,",",NULL,nony,a,NULL,NA,NA,NA,NA,NA,NULL,NULL,NA,tak,NULL,zvino,NULL,cuando,NULL,NA,NULL,NA,NULL,NULL,NA,yehuyla,NA,NA,NA,NA,ke,NA
b.2KI.11.1,"and when athaliah the mother of ahaziah saw that her son was dead , she arose and destroyed all the seed royal .",when,NA,toe,NA,kur,ጊዜ,NA,فلما,NA,NA,NA,а,NA,NULL,NA,NULL,NA,NA,NA,NA,NA,NA,lè,NULL,da,NULL,NA,alwaato,NA,kiam,NULL,NA,kun,NULL,NA,NA,NA,NA,NA,NULL,NA,NULL,जब,NULL,mikor,ketika,er,NULL,NA,NULL,NA,NA,NA,NULL,NULL,NA,",",NA,NULL,NA,toen,da,NA,",",چون,nony,",",NULL,NA,NA,NA,NA,NA,NULL,NULL,NA,keď,ko,zvino,markay,cuando,NULL,NA,när,NA,nang,เม,NA,duyunca,NA,NA,NA,NA,kaloku,NA
